0.52547,0.11387,0.17633
0.66855,0.0030492,0.38408
0.50265,0.72365,0.93413
0.48105,0.050842,0.34015
0.33751,0.22468,0.52509
0.49307,0.28515,0
0.043071,0.32345,0.58897
0.5234,0.12976,0.51712
0.50043,0.078656,0.23418
0.15758,0.22794,0.46146
0.45388,0.30316,0.60176
0.45288,0.27241,0.27252
0.60125,0.1609,0.45691
0.19333,0.24581,0.58505
0.50294,0.45338,0.18237
0.40325,0.42829,0.98165
0.43079,0.21794,0.42739
0.32149,0.2264,0.43576
0.81497,0.10146,0.43989
0.5343,0.36715,0.098398
0.50147,0.45426,0.27027
0.25873,0.26689,0.47092
0.47747,0.41858,0.86619
0.54806,0.11711,0.35466
0.81343,0.27963,0.57759
0.53831,0.16792,0.67183
0.59753,0.42798,0.98432
0.54181,0.33708,0.32178
0.65031,0.22426,0.5179
0.94865,0.3111,0.59048
0.49316,0.18819,0.83783
0.54557,0.2691,0.25089
0.42786,0.17101,0.37254
0.37267,0.23457,0.4737
0.87943,0.31393,0.56163
0.67152,0.25165,0.45601
0.52469,0.11144,0.59824
0.45955,0.17022,0.66698
0.50046,0.10229,0.74404
0.50302,0.28764,0.91728
0.33018,0.4625,0.98815
0.6689,0.4608,0.98684
0.54035,0.35129,0.15984
0.49914,1,1
0.5269,0.4152,0.4456
0.45355,0.29307,0.54602
0.47096,0.087224,0.57518
0.52941,0.40207,0.7847
0.57927,0.21737,0.40865
0,0.42651,0.63822
