0.66031,0.15798,0.39887
0.5234,0.12976,0.51712
0.19333,0.24581,0.58505
0.81497,0.10146,0.43989
0.33018,0.4625,0.98815
0.25321,0.21964,0.5599
0.54387,0.31696,0.58133
0.49307,0.28515,0
0.6689,0.4608,0.98684
1,0.43487,0.63987
0.49914,1,1
0.45599,0.33178,0.28487
0.33768,0,0.35485
0.49316,0.18819,0.83783
0,0.42651,0.63822
0.52547,0.11387,0.17633
0.7436,0.23214,0.55564
0.43079,0.21794,0.42739
0.15758,0.22794,0.46146
0.45955,0.17022,0.66698
0.54806,0.11711,0.35466
0.49254,0.43668,0.98708
0.87943,0.31393,0.56163
0.46062,0.35865,0.11053
0.53297,0.39394,0.72554
0.33751,0.22468,0.52509
0.49852,0.53781,0.84911
0.65031,0.22426,0.5179
0.45355,0.29307,0.54602
0.10805,0.30248,0.6036
0.57104,0.41799,0.91234
0.5269,0.4152,0.4456
0.83867,0.18735,0.5328
0.54557,0.2691,0.25089
0.8422,0.16658,0.51926
0.74843,0.26232,0.4743
0.45337,0.2459,0.21681
0.16201,0.10571,0.5334
0.42103,0.42202,0.91675
0.5343,0.36715,0.098398
0.60125,0.1609,0.45691
0.49436,0.45276,0.36979
0.32149,0.2264,0.43576
0.50265,0.72365,0.93413
0.48592,0.044474,0.37201
0.45667,0.32692,0.75767
0.49229,0.45151,0.64325
0.25873,0.26689,0.47092
0.52469,0.11144,0.59824
0.41829,0.14358,0.4773
0.50074,0.090828,0.077512
0.50294,0.45338,0.18237
0.4819,0.044474,0.46669
0.50688,0.082542,0.29152
0.50046,0.10229,0.74404
0.47747,0.41858,0.86619
0.57927,0.21737,0.40865
0.19021,0.13139,0.46874
0.45288,0.27241,0.27252
0.40881,0.16375,0.3868
0.81343,0.27963,0.57759
0.50302,0.28764,0.91728
0.52289,0.19878,0.41473
0.53831,0.16792,0.67183
0.94865,0.3111,0.59048
0.49908,0.42167,0.058113
0.54181,0.33708,0.32178
0.45885,0.35972,0.47971
0.5422,0.33328,0.51924
0.34824,0.033077,0.44429
0.67152,0.25165,0.45601
0.2072,0.2604,0.521
0.45388,0.30316,0.60176
0.43167,0.1561,0.5267
0.46134,0.16053,0.14595
0.14116,0.28567,0.53673
0.59753,0.42798,0.98432
0.53865,0.27633,0.79521
0.66855,0.0030492,0.38408
0.52941,0.40207,0.7847
0.42786,0.17101,0.37254
0.40325,0.42829,0.98165
0.50147,0.45426,0.27027
0.47096,0.087224,0.57518
0.50043,0.078656,0.23418
0.80185,0.29508,0.53898
0.58388,0.19695,0.5024
0.35847,0.13425,0.38996
0.46144,0.099094,0.4261
0.64347,0.23418,0.49666
0.48105,0.050842,0.34015
0.043071,0.32345,0.58897
0.37267,0.23457,0.4737
0.82812,0.26874,0.47749
0.4982,0.45507,0.54235
0.54035,0.35129,0.15984
0.16501,0.28075,0.59166
0.29322,0.23709,0.53771
0.45541,0.32612,0.19088
0.54372,0.31845,0.39491
